id_vivienda,comuna,tipo_vivienda,num_dormitorios,num_banos,superficie_m2,ano_construccion,material_paredes,material_techo,num_personas_hogar,num_hombres,num_mujeres,num_menores_18,num_adultos_18_64,num_adultos_65_plus,ingreso_mensual_hogar,jefe_hogar_edad,jefe_hogar_sexo,jefe_hogar_educacion,agua_potable,electricidad,gas_natural,internet,telefono_fijo,vehiculo_propio,tenencia_vivienda
VIV_012205,Calama,Casa pareada,4,2,40.3,1963,Ladrillo,Zinc,10,10,0,1,9,0,1993227,19,F,Técnica,No,No,Sí,Sí,No,No,Propia
VIV_012206,Maipú,Casa,4,3,158.6,2006,Madera,Losa,13,7,6,4,3,6,2565823,26,M,Universitaria,No,No,Sí,Sí,No,No,Propia
VIV_012207,Talca,Casa pareada,4,1,55.9,1968,Madera,Paja,13,10,3,0,4,9,2348301,55,F,Universitaria,No,No,Sí,No,Sí,No,Arrendada
VIV_012208,Alto Hospicio,Departamento,5,2,37.8,1984,Ladrillo,Tejas,6,5,1,3,0,3,2374205,63,M,Media,No,Sí,No,No,No,No,Cedida
VIV_012209,Viña del Mar,Mediagua,5,1,175,2009,Ladrillo,Tejas,6,3,3,3,3,0,2662468,27,M,Técnica,Sí,Sí,No,Sí,No,Sí,Ocupación irregular
VIV_012210,Castro,Mediagua,3,3,174,2017,Hormigón,Tejas,12,4,8,2,9,1,2950496,21,M,Universitaria,Sí,No,No,No,Sí,Sí,Ocupación irregular
VIV_012211,Rancagua,Casa pareada,3,2,108.1,2013,Hormigón,Paja,11,4,7,3,5,3,858499,58,F,Sin estudios,No,No,Sí,No,Sí,Sí,Cedida
VIV_012212,Villa Alemana,Casa,5,3,135.2,1965,Ladrillo,Zinc,13,2,11,1,10,2,842723,29,F,Media,Sí,Sí,Sí,No,Sí,Sí,Ocupación irregular
VIV_012213,Villarrica,Casa,1,3,84.1,1980,Adobe,Losa,4,3,1,2,2,0,1576149,60,F,Básica,Sí,No,No,Sí,No,No,Arrendada
VIV_012214,Coyhaique,Departamento,3,3,151.9,2001,Ladrillo,Paja,1,1,0,0,1,0,2878986,63,F,Técnica,No,No,No,No,Sí,Sí,Propia
VIV_012215,Rancagua,Casa pareada,2,1,49.6,1954,Madera,Tejas,3,0,3,3,0,0,733063,18,M,Universitaria,Sí,Sí,No,Sí,No,No,Propia
VIV_012216,Valdivia,Casa,2,2,117.6,2020,Hormigón,Zinc,5,5,0,1,2,2,2756373,40,M,Universitaria,No,No,No,Sí,Sí,No,Propia
VIV_012217,Quilpué,Casa pareada,4,3,198.8,1961,Adobe,Paja,15,11,4,0,15,0,1481575,80,M,Media,Sí,No,No,Sí,Sí,Sí,Propia
VIV_012218,Punta Arenas,Departamento,1,1,163.2,1994,Ladrillo,Paja,3,1,2,3,0,0,1077667,73,F,Técnica,No,No,Sí,Sí,No,Sí,Propia
VIV_012219,Villarrica,Casa,3,2,148.3,1960,Ladrillo,Losa,6,6,0,3,2,1,2625080,51,M,Técnica,No,No,No,Sí,Sí,No,Arrendada
VIV_012220,Viña del Mar,Casa pareada,4,2,56.9,1983,Ladrillo,Zinc,14,9,5,3,10,1,866055,41,M,Universitaria,No,Sí,No,Sí,No,No,Ocupación irregular
VIV_012221,Rancagua,Casa pareada,2,2,72,1977,Adobe,Tejas,11,8,3,3,5,3,663219,62,M,Media,No,Sí,No,No,Sí,Sí,Propia
VIV_012222,Puente Alto,Casa pareada,4,1,146.6,1954,Hormigón,Paja,13,7,6,3,6,4,2077041,64,F,Sin estudios,No,No,No,No,Sí,No,Propia
VIV_012223,Osorno,Mediagua,5,2,152.3,2006,Hormigón,Paja,19,0,19,4,7,8,2745010,57,F,Media,Sí,Sí,No,No,No,No,Arrendada
VIV_012224,Providencia,Casa,1,3,103.9,1995,Adobe,Losa,10,1,9,1,8,1,2591223,53,M,Universitaria,Sí,No,Sí,Sí,No,Sí,Propia
VIV_012225,Putre,Casa,3,3,179.8,2016,Adobe,Losa,11,6,5,1,7,3,1814585,60,M,Media,No,No,No,Sí,No,No,Cedida
VIV_012226,Quilpué,Casa pareada,5,3,43.5,2009,Ladrillo,Losa,2,0,2,1,0,1,2093152,70,M,Media,No,Sí,Sí,No,Sí,No,Cedida
VIV_012227,Putre,Mediagua,5,1,157.9,1976,Adobe,Tejas,16,9,7,2,12,2,689177,50,F,Universitaria,No,Sí,No,Sí,Sí,Sí,Propia
VIV_012228,La Serena,Casa,2,3,189.4,1959,hormigon,tejas,2,0,2,0,2,0,2254305,49,M,Básica,Sí,Sí,Sí,No,No,Sí,Cedida
VIV_012229,Ovalle,Casa,2,2,46.2,2005,Madera,Losa,3,0,3,0,0,3,2622745,62,M,Media,No,Sí,No,Sí,No,Sí,Cedida
VIV_012230,Osorno,Departamento,2,2,128.7,2000,ladrillo,tejas,1,0,1,0,1,0,1126079,30,M,Universitaria,No,No,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_012231,Arica,Mediagua,4,1,35.3,1986,Hormigón,Tejas,1,0,1,1,0,0,2504700,18,M,Técnica,No,Sí,Sí,Sí,Sí,Sí,Arrendada
VIV_012232,Villa Alemana,Casa pareada,3,2,66.9,2015,Adobe,Zinc,11,1,10,3,3,5,357179,76,F,Universitaria,Sí,Sí,No,No,No,No,Arrendada
VIV_012233,Quillota,Casa pareada,1,3,159.1,1967,Madera,Losa,3,0,3,3,0,0,2000692,18,F,Universitaria,No,Sí,No,Sí,Sí,No,Cedida
VIV_012234,Santiago,Mediagua,5,3,145.1,2018,Adobe,Zinc,19,3,16,4,15,0,1123293,45,F,Media,No,No,Sí,Sí,Sí,No,Ocupación irregular
VIV_012235,Chillán,Casa pareada,5,3,103.3,1961,Ladrillo,Paja,4,3,1,2,0,2,444706,36,F,Media,Sí,Sí,No,No,Sí,Sí,Propia
VIV_012236,Villarrica,Casa pareada,1,3,172.3,2008,Ladrillo,Tejas,2,2,0,1,0,1,1441557,58,F,Universitaria,No,No,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_012237,Viña del Mar,Casa,3,2,151.3,1999,Madera,Losa,4,3,1,0,4,0,1635472,18,M,Sin estudios,No,No,No,No,Sí,No,Ocupación irregular
VIV_012238,Santiago,Casa pareada,4,2,178.4,2011,Ladrillo,Zinc,3,3,0,2,0,1,737391,26,M,Técnica,No,Sí,No,Sí,No,No,Arrendada
VIV_012239,Talca,Departamento,3,1,170.8,1997,Hormigón,Zinc,7,2,5,2,1,4,2674515,73,M,Técnica,Sí,No,No,No,Sí,Sí,Arrendada
VIV_012240,Concepción,Mediagua,5,3,65.8,1973,Ladrillo,Losa,3,0,3,0,3,0,2432502,57,F,Universitaria,No,No,Sí,Sí,Sí,Sí,Arrendada
VIV_012241,Puente Alto,Mediagua,3,3,119.4,1981,Madera,Paja,2,0,2,1,1,0,899283,59,M,Universitaria,Sí,No,No,No,Sí,No,Ocupación irregular
VIV_012242,Putre,Departamento,4,3,65.9,1991,Madera,Paja,2,0,2,1,0,1,2231643,50,M,Universitaria,No,Sí,Sí,Sí,Sí,Sí,Cedida
VIV_012243,Los Andes,Casa pareada,4,2,62.6,2011,Ladrillo,Zinc,12,3,9,1,11,0,2912760,29,M,Técnica,No,Sí,Sí,No,No,Sí,Propia
VIV_012244,La Florida,Casa,2,1,90.9,2003,Madera,Losa,2,2,0,0,1,1,2356208,42,M,Universitaria,No,Sí,No,Sí,Sí,No,Cedida
VIV_012245,Talcahuano,Casa,4,3,50.2,1960,Madera,Paja,5,1,4,2,3,0,1166496,50,M,Básica,No,Sí,Sí,No,Sí,Sí,Ocupación irregular
VIV_012246,Curicó,Casa,5,3,50.1,2016,Hormigón,Tejas,13,3,10,0,11,2,898591,32,M,Universitaria,No,Sí,No,Sí,Sí,No,Propia
VIV_012247,Concepción,Casa pareada,5,1,133.3,1995,Hormigón,Tejas,7,6,1,1,1,5,313212,44,M,Sin estudios,No,Sí,Sí,Sí,Sí,Sí,Propia
VIV_012248,Puerto Montt,Casa pareada,2,1,190.9,1993,Madera,Zinc,1,0,1,0,0,1,1812193,18,F,Técnica,No,Sí,No,No,Sí,Sí,Ocupación irregular
VIV_012249,San Antonio,Casa pareada,4,2,165,2014,Adobe,Zinc,15,0,15,0,1,14,1997276,57,M,Sin estudios,Sí,No,No,No,Sí,No,Propia
VIV_012250,Santiago,Casa,5,3,184.3,1988,Madera,Losa,17,14,3,1,1,15,2914817,28,F,Técnica,No,No,No,No,No,Sí,Ocupación irregular
VIV_012251,San Fernando,Departamento,4,3,150.6,1984,Hormigón,Paja,4,0,4,0,4,0,2562196,19,M,Universitaria,Sí,Sí,No,Sí,Sí,Sí,Cedida
VIV_012252,Maipú,Casa pareada,3,2,36,1978,Adobe,Paja,9,9,0,3,0,6,1690624,73,M,Universitaria,Sí,No,No,Sí,No,No,Ocupación irregular
VIV_012253,Los Andes,Departamento,4,1,161.2,2004,Ladrillo,Losa,11,5,6,0,7,4,347553,47,M,Básica,No,No,Sí,No,No,No,Cedida
VIV_012254,Viña del Mar,Casa pareada,4,1,123.9,1955,Adobe,Paja,10,1,9,1,4,5,1879044,23,F,Media,Sí,Sí,Sí,No,No,Sí,Ocupación irregular
VIV_012255,Coyhaique,Casa,3,2,91.5,2010,Hormigón,Zinc,9,6,3,0,6,3,516102,43,F,Sin estudios,Sí,No,Sí,Sí,Sí,Sí,Cedida
VIV_012256,Valdivia,Departamento,5,2,96.8,2014,Madera,Tejas,18,4,14,1,5,12,763625,30,M,Técnica,No,No,Sí,Sí,No,No,Ocupación irregular
VIV_012257,Los Ángeles,Mediagua,3,3,104.3,1964,Hormigón,Tejas,10,3,7,0,6,4,1175838,40,M,Básica,No,No,No,No,No,No,Arrendada
VIV_012258,Putre,Casa pareada,1,1,123.7,2022,Madera,Losa,2,1,1,2,0,0,2280989,75,F,Sin estudios,Sí,Sí,No,No,Sí,No,Ocupación irregular
VIV_012259,Vallenar,Departamento,3,2,66.2,1962,Ladrillo,Zinc,1,1,0,0,0,1,1311570,31,F,Universitaria,No,No,Sí,Sí,No,No,Ocupación irregular
VIV_012260,La Florida,Casa pareada,3,2,158.2,1986,Ladrillo,Tejas,11,7,4,1,6,4,1081854,36,M,Universitaria,No,No,No,Sí,No,Sí,Propia
VIV_012261,San Antonio,Mediagua,5,3,52.4,1968,Hormigón,Tejas,17,6,11,3,2,12,469959,47,M,Técnica,No,No,Sí,Sí,Sí,No,Cedida
VIV_012262,Santiago,Casa pareada,2,3,168.3,1975,Adobe,Zinc,2,1,1,2,0,0,1610439,42,M,Sin estudios,No,Sí,Sí,No,Sí,No,Cedida
VIV_012263,Castro,Mediagua,5,1,35.2,1971,Ladrillo,Losa,15,9,6,2,6,7,2234255,77,M,Técnica,No,No,No,Sí,Sí,No,Ocupación irregular
VIV_012264,Quilpué,Mediagua,1,3,137.1,2010,Hormigón,Tejas,3,2,1,2,1,0,2358435,75,F,Universitaria,Sí,No,No,Sí,Sí,No,Cedida
VIV_012265,Valdivia,Casa,3,2,170.3,1964,Adobe,Paja,8,6,2,4,1,3,1167966,56,M,Sin estudios,Sí,Sí,Sí,No,No,Sí,Propia
VIV_012266,Castro,Casa pareada,5,3,38.8,2009,Madera,Losa,6,1,5,1,5,0,1541428,69,M,Básica,Sí,Sí,No,Sí,No,Sí,Arrendada
VIV_012267,La Serena,Departamento,5,2,130.3,1975,Madera,Tejas,8,6,2,0,8,0,657660,72,M,Sin estudios,No,No,No,No,No,No,Arrendada
VIV_012268,Coquimbo,Departamento,4,2,195.4,2005,Ladrillo,Tejas,2,0,2,0,2,0,494671,73,F,Básica,Sí,No,Sí,Sí,No,No,Propia
VIV_012269,Copiapó,Casa,2,1,100.3,1971,Adobe,Tejas,2,0,2,0,2,0,668427,61,F,Media,No,No,Sí,No,Sí,Sí,Arrendada
VIV_012270,San Antonio,Casa,1,3,67.5,2012,Madera,Tejas,2,0,2,0,2,0,1711824,72,M,Básica,Sí,No,Sí,Sí,Sí,No,Arrendada
VIV_012271,Osorno,Departam.,5,3,112.5,1957,Adobe,Tejas,11,4,7,3,2,6,1489497,37,F,Media,Sí,No,Sí,Sí,No,No,Cedida
VIV_012272,San Antonio,Mediagua,1,3,97.4,1962,Adobe,Losa,4,3,1,2,2,0,2217564,62,F,Técnica,No,No,No,No,No,No,Arrendada
VIV_012273,Coquimbo,Departamento,5,3,62.1,2000,Hormigón,Paja,18,2,16,3,9,6,670571,18,F,Sin estudios,No,No,Sí,No,Sí,Sí,Propia
VIV_012274,Osorno,Casa,2,2,177.7,2006,Adobe,Tejas,4,3,1,0,0,4,1708467,72,F,Universitaria,No,No,Sí,No,Sí,No,Arrendada
VIV_012275,Rancagua,Casa,3,1,198.2,1962,Hormigón,Paja,12,1,11,1,4,7,2291179,50,F,Técnica,No,No,Sí,No,Sí,Sí,Arrendada
VIV_012276,San Fernando,Mediagua,2,2,146.5,1991,Adobe,Paja,2,1,1,0,0,2,1247729,68,M,Media,Sí,Sí,No,Sí,Sí,Sí,Arrendada
VIV_012277,Vallenar,Casa,4,2,115,1971,Adobe,Tejas,9,1,8,4,2,3,1319881,53,F,Técnica,Sí,No,No,Sí,No,No,Propia
VIV_012278,Talca,Casa,1,1,159.9,1995,Hormigón,Losa,4,2,2,3,1,0,1770801,56,M,Media,Sí,No,Sí,No,Sí,No,Cedida
VIV_012279,Punta Arenas,Casa pareada,4,1,59.4,2019,Hormigón,Zinc,8,7,1,2,5,1,1043265,34,M,Universitaria,Sí,No,Sí,Sí,No,No,Cedida
VIV_012280,Puente Alto,Mediagua,5,3,78.2,1957,Ladrillo,Paja,11,7,4,1,9,1,1007391,33,M,Sin estudios,Sí,No,Sí,Sí,No,Sí,Cedida
VIV_012281,Osorno,Casa,3,3,58,2011,Ladrillo,Paja,8,7,1,4,2,2,1956976,31,F,Sin estudios,No,No,No,Sí,Sí,Sí,Ocupación irregular
VIV_012282,Puente Alto,Departamento,5,3,113.4,2003,Ladrillo,Zinc,9,3,6,3,3,3,1143504,59,M,Universitaria,Sí,Sí,No,No,No,Sí,Arrendada
VIV_012283,Rancagua,Mediagua,2,1,52.8,1992,Hormigón,Paja,5,2,3,3,0,2,2236519,50,M,Básica,Sí,Sí,Sí,Sí,No,Sí,Ocupación irregular
VIV_012284,Rancagua,Mediagua,5,3,52.2,2011,Hormigón,Losa,4,1,3,1,3,0,1495804,76,F,Media,No,No,No,No,Sí,No,Propia
VIV_012285,Puerto Montt,Mediagua,3,3,138,1989,Madera,Tejas,11,9,2,4,6,1,620316,67,M,Técnica,Sí,Sí,Sí,Sí,Sí,No,Arrendada
VIV_012286,Rancagua,Casa,3,2,162.6,1994,Adobe,Paja,7,3,4,3,1,3,2898604,41,M,Media,Sí,Sí,No,No,Sí,Sí,Ocupación irregular
VIV_012287,Iquique,Casa,2,3,54.2,1967,Adobe,Paja,1,0,1,1,0,0,921474,44,M,Básica,Sí,Sí,Sí,No,Sí,No,Propia
VIV_012288,La Florida,Casa,4,3,109.4,2008,Ladrillo,Paja,9,8,1,4,0,5,1066208,32,F,Sin estudios,No,No,Sí,Sí,Sí,No,Propia
VIV_012289,Villa Alemana,Casa pareada,1,2,36.4,1989,Hormigón,Tejas,4,3,1,4,0,0,648533,74,F,Universitaria,No,No,Sí,Sí,No,No,Cedida
VIV_012290,Calama,Casa,3,2,171.4,2007,Ladrillo,Tejas,5,4,1,3,1,1,2942536,33,M,Básica,No,No,No,Sí,No,No,Arrendada
VIV_012291,Ovalle,Departamento,2,2,128,1991,Hormigón,Losa,1,0,1,0,0,1,2411335,62,F,Media,Sí,No,No,Sí,Sí,No,Cedida
VIV_012292,Maipú,Mediagua,3,3,137.5,2006,Ladrillo,Paja,4,4,0,2,0,2,1439793,42,M,Media,Sí,Sí,Sí,Sí,No,Sí,Arrendada
VIV_012293,Villa Alemana,Casa pareada,3,3,70.6,1998,Ladrillo,Paja,12,8,4,3,1,8,2877882,74,F,Media,No,No,Sí,Sí,No,Sí,Cedida
VIV_012294,Villa Alemana,Casa pareada,3,1,67.5,1968,Hormigón,Zinc,11,6,5,2,4,5,2025495,20,M,Básica,Sí,Sí,Sí,No,Sí,Sí,Propia
VIV_012295,Copiapó,Casa,4,3,75.7,1975,Hormigón,Losa,5,1,4,3,2,0,2049483,52,M,Media,No,No,No,No,Sí,No,Ocupación irregular
VIV_012296,Viña del Mar,Mediagua,2,2,132.1,1993,Ladrillo,Zinc,4,3,1,1,1,2,616868,59,M,Media,No,No,No,No,Sí,No,Propia
VIV_012297,Vallenar,Casa pareada,5,3,77,1993,Hormigón,Losa,6,3,3,1,1,4,878023,23,M,Sin estudios,Sí,No,No,Sí,No,No,Arrendada
VIV_012298,San Antonio,Casa pareada,2,2,101.8,1991,Ladrillo,Zinc,3,0,3,2,1,0,2846217,49,M,Básica,No,Sí,Sí,Sí,Sí,No,Ocupación irregular
VIV_012299,Arica,Mediagua,5,2,126,1968,hormigon,Eternit,3,0,3,0,3,0,2163737,73,M,Universitaria,Sí,No,No,Sí,No,Sí,Propia
VIV_012300,Villa Alemana,Departamento,4,3,141.4,1960,Adobe,Zinc,2,1,1,2,0,0,918554,36,M,Básica,No,Sí,No,No,No,No,Ocupación irregular
VIV_012301,Viña del Mar,Casa pareada,2,1,169.3,1982,Adobe,Paja,7,4,3,3,0,4,2819820,21,M,Técnica,Sí,Sí,Sí,No,No,Sí,Propia
VIV_012302,Iquique,Casa,4,1,111.7,1958,Hormigón,Zinc,4,1,3,2,2,0,2941787,52,M,Básica,Sí,No,No,No,Sí,No,Arrendada
VIV_012303,San Fernando,Casa pareada,3,2,58.1,2013,Adobe,Losa,3,2,1,0,0,3,2744449,71,F,Universitaria,No,Sí,Sí,No,Sí,Sí,Ocupación irregular
VIV_012304,Calama,Casa pareada,2,3,77.5,1996,Adobe,Losa,8,5,3,0,2,6,800505,66,M,Básica,No,Sí,Sí,Sí,Sí,Sí,Ocupación irregular
VIV_012305,Quillota,Departamento,2,2,144.6,1952,Madera,Paja,1,1,0,0,1,0,2515408,20,M,Media,Sí,No,Sí,Sí,No,Sí,Arrendada
VIV_012306,Coquimbo,Casa pareada,1,2,117.6,1954,Madera,Paja,2,1,1,0,1,1,1606203,37,M,Básica,Sí,No,Sí,No,No,No,Cedida
VIV_012307,Arica,Departamento,2,3,101.8,2005,Madera,Paja,5,1,4,2,2,1,2979942,73,M,Universitaria,Sí,Sí,No,Sí,No,Sí,Ocupación irregular
VIV_012308,Puente Alto,Departamento,4,2,165.4,2006,Ladrillo,Losa,9,9,0,4,1,4,2755461,18,F,Universitaria,Sí,Sí,No,Sí,No,Sí,Ocupación irregular
VIV_012309,San Fernando,Departamento,1,1,54.4,2004,Hormigón,Losa,1,1,0,0,0,1,1125256,77,F,Básica,No,No,No,Sí,No,No,Arrendada
VIV_012310,La Serena,Mediagua,4,1,92,1982,Madera,Zinc,6,4,2,0,3,3,2729156,70,M,Universitaria,No,Sí,Sí,Sí,No,No,Cedida
VIV_012311,Santiago,Casa pareada,4,2,157,2023,Adobe,Tejas,1,0,1,0,0,1,1978296,54,M,Sin estudios,Sí,No,Sí,Sí,No,Sí,Propia
VIV_012312,Coquimbo,Departamento,5,1,169.9,2010,Hormigón,Tejas,7,7,0,1,2,4,440953,76,F,Media,No,Sí,No,No,Sí,Sí,Propia
VIV_012313,Coyhaique,Departamento,4,3,190.5,2000,Adobe,Zinc,15,14,1,2,0,13,1767326,35,F,Media,Sí,Sí,Sí,No,No,Sí,Arrendada
VIV_012314,La Florida,Casa,5,1,121.5,1960,Hormigón,Tejas,9,8,1,2,0,7,1134189,70,F,Técnica,No,No,Sí,Sí,Sí,Sí,Arrendada
VIV_012315,Rancagua,Departamento,3,1,89.1,2023,Ladrillo,Paja,2,1,1,2,0,0,2356773,23,F,Universitaria,Sí,No,No,No,Sí,No,Ocupación irregular
VIV_012316,Vallenar,Casa,3,1,96,1958,Madera,Tejas,12,10,2,4,7,1,1314565,71,M,Básica,Sí,Sí,Sí,Sí,Sí,Sí,Cedida
VIV_012317,Osorno,Casa pareada,2,2,107.9,1984,Hormigón,Zinc,5,2,3,1,4,0,2283316,58,M,Básica,Sí,No,Sí,No,No,No,Propia
VIV_012318,Maipú,Mediagua,2,3,99.5,2006,Hormigón,Losa,2,1,1,2,0,0,479820,50,F,Básica,Sí,Sí,Sí,No,Sí,Sí,Cedida
VIV_012319,Villarrica,Departamento,2,3,51.3,1989,Ladrillo,Tejas,6,0,6,4,1,1,2021425,54,M,Sin estudios,No,No,Sí,Sí,Sí,No,Propia
VIV_012320,Antofagasta,Casa,3,3,195.4,1961,Madera,Zinc,12,5,7,2,2,8,2679233,60,M,Media,No,Sí,No,Sí,No,Sí,Arrendada
VIV_012321,Puerto Montt,Mediagua,3,1,146.2,2022,Hormigón,Tejas,6,3,3,2,4,0,2794498,74,F,Básica,No,No,No,No,No,No,Cedida
VIV_012322,Punta Arenas,Departamento,1,3,57.7,2019,LADRILLO,tejas,3,3,0,0,3,0,1290146,52,F,Técnica,Sí,Sí,No,No,Sí,No,Arrendada
VIV_012323,Quillota,Casa pareada,1,2,170.5,2022,HORMIGÓN,ZINC,3,3,0,0,2,1,2833040,57,F,Universitaria,Sí,No,No,Sí,Sí,Sí,Ocupación irregular
VIV_012324,PROVIDENCIA,Casa,2,1,186.6,2013,Adobe,Tejas,8,3,5,3,0,5,2781189,44,M,Técnica,No,No,No,No,No,Sí,Propia
VIV_012325,Iquique,Casa pareada,3,1,63.5,2006,Ladrillo,Zinc,20,10,10,2,1,17,1380369,27,F,Técnica,Sí,No,No,Sí,No,Sí,Ocupación irregular
VIV_012326,Quillota,Casa pareada,4,3,94.9,1973,Hormigón,Paja,2,0,2,0,1,1,2549671,25,M,Media,Sí,No,No,Sí,Sí,No,Arrendada
VIV_012327,Iquique,Mediagua,3,2,92.4,2002,Adobe,Paja,7,5,2,0,4,3,1034012,70,M,Media,No,No,Sí,Sí,Sí,Sí,Cedida
VIV_012328,Arica,Casa,4,2,72.4,1973,Madera,Paja,14,13,1,0,7,7,521760,61,M,Básica,Sí,No,Sí,Sí,No,Sí,Arrendada
VIV_012329,La Florida,Casa,2,2,151.2,2012,Ladrillo,Paja,4,1,3,3,0,1,1841440,21,F,Básica,Sí,Sí,No,No,Sí,Sí,Propia
VIV_012330,Copiapó,Mediagua,3,3,30.4,1955,Madera,Zinc,6,3,3,0,0,6,1929492,72,M,Sin estudios,No,Sí,Sí,No,Sí,Sí,Cedida
VIV_012331,Temuco,Mediagua,4,2,176.9,2019,Ladrillo,Losa,12,8,4,2,1,9,2347461,39,F,Básica,Sí,Sí,Sí,No,Sí,Sí,Propia
VIV_012332,Putre,Casa,3,3,63.8,1991,Ladrillo,Zinc,3,0,3,0,1,2,2695283,54,M,Sin estudios,No,No,Sí,Sí,Sí,No,Ocupación irregular
VIV_012333,San Bernardo,Casa,4,3,43.9,2016,LADRILLO,ZINC,15,11,4,2,9,4,1818129,51,F,Sin estudios,No,Sí,No,No,Sí,Sí,Cedida
VIV_012334,Arica,Casa pareada,5,3,63.9,1956,Hormigón,Zinc,12,5,7,1,1,10,2042217,41,F,Básica,No,No,No,Sí,No,Sí,Arrendada
VIV_012335,Antofagasta,Mediagua,5,1,54.5,2021,Adobe,Tejas,2,0,2,0,1,1,727105,48,M,Sin estudios,No,Sí,Sí,No,Sí,No,Propia
VIV_012336,San Bernardo,Casa,2,2,57.6,1998,Adobe,Zinc,12,10,2,0,3,9,627436,79,M,Media,Sí,Sí,No,No,Sí,Sí,Propia
VIV_012337,Santiago,Casa,2,1,41.7,1971,Ladrillo,Zinc,2,1,1,1,1,0,1815294,26,F,Básica,No,Sí,Sí,No,Sí,Sí,Ocupación irregular
VIV_012338,Talcahuano,Departamento,5,2,102.3,1972,Ladrillo,Tejas,9,7,2,0,4,5,709057,58,F,Media,Sí,Sí,Sí,No,No,No,Ocupación irregular
VIV_012339,San Antonio,Casa pareada,5,1,47.1,1973,LADRILLO,Eternit,11,4,7,0,4,7,1715183,62,F,Básica,No,No,Sí,No,Sí,No,Propia
VIV_012340,Iquique,Casa,2,2,59.5,1960,Hormigón,Losa,7,3,4,3,1,3,1651675,23,M,Técnica,Sí,Sí,No,No,Sí,No,Ocupación irregular
VIV_012341,San Fernando,Casa,4,1,129.4,1958,Madera,Losa,10,10,0,4,3,3,2703183,42,F,Universitaria,No,No,No,No,No,Sí,Ocupación irregular
VIV_012342,Maipú,Casa,4,3,61.7,1963,Hormigón,Paja,2,1,1,1,0,1,394032,71,F,Técnica,No,No,No,Sí,Sí,Sí,Ocupación irregular
VIV_012343,Castro,Casa,5,1,129.9,1969,Hormigón,Losa,20,19,1,4,1,15,2923561,36,M,Media,No,Sí,Sí,No,Sí,No,Arrendada
VIV_012344,San Bernardo,Casa,4,2,84.5,1979,Adobe,Paja,8,1,7,0,3,5,661688,60,M,Sin estudios,Sí,No,Sí,Sí,Sí,No,Ocupación irregular
VIV_012345,Vallenar,Casa pareada,5,2,178.6,1959,Madera,Zinc,3,2,1,3,0,0,623927,37,M,Básica,No,No,No,Sí,Sí,No,Ocupación irregular
VIV_012346,Castro,Casa pareada,2,1,42.9,2005,Madera,Tejas,2,0,2,2,0,0,1356261,29,M,Básica,No,No,No,Sí,Sí,Sí,Propia
VIV_012347,San Bernardo,Casa pareada,4,1,160.8,2022,Hormigón,Tejas,4,2,2,4,0,0,2557101,22,M,Media,Sí,No,Sí,Sí,Sí,Sí,Arrendada
VIV_012348,Curicó,Mediagua,1,2,65.5,1975,ladrillo,Eternit,1,1,0,1,0,0,364168,39,F,Media,Sí,No,Sí,No,Sí,No,Ocupación irregular
VIV_012349,Antofagasta,Casa pareada,3,1,83.5,1979,Hormigón,Losa,10,9,1,1,4,5,703057,22,M,Básica,Sí,No,Sí,No,Sí,No,Cedida
VIV_012350,Castro,Casa,4,3,123.5,1991,Ladrillo,Tejas,5,4,1,1,2,2,1353605,28,F,Sin estudios,No,Sí,Sí,Sí,Sí,No,Cedida
VIV_012351,Quilpué,Mediagua,1,2,191.7,2015,Hormigón,Zinc,4,1,3,4,0,0,1917296,43,M,Universitaria,Sí,No,No,Sí,No,Sí,Ocupación irregular
VIV_012352,San Antonio,Casa pareada,5,3,134.3,2014,ladrillo,tejas,11,11,0,2,6,3,2833397,38,M,Media,Sí,No,Sí,No,No,No,Ocupación irregular
VIV_012353,Valdivia,Casa pareada,5,3,90.8,1996,Madera,Zinc,17,11,6,4,4,9,2299969,48,M,Media,No,No,Sí,Sí,Sí,No,Cedida
VIV_012354,Vallenar,Casa pareada,1,3,75.3,2010,Hormigón,Tejas,4,3,1,1,1,2,2242283,64,M,Básica,Sí,Sí,No,Sí,No,Sí,Ocupación irregular
VIV_012355,Puerto Montt,Mediagua,5,2,93.7,2004,Adobe,Paja,19,4,15,3,9,7,377611,76,M,Universitaria,No,No,Sí,No,No,Sí,Propia
VIV_012356,Copiapó,Departamento,2,3,89.3,1962,Hormigón,Paja,6,1,5,4,1,1,374951,36,M,Sin estudios,No,Sí,Sí,Sí,No,Sí,Ocupación irregular
VIV_012357,Rancagua,Casa pareada,3,2,149.5,2023,hormigon,Eternit,9,4,5,4,3,2,870912,38,M,Universitaria,Sí,Sí,No,No,No,No,Propia
VIV_012358,Alto Hospicio,Casa pareada,3,3,198.5,2000,Adobe,Tejas,7,2,5,1,2,4,2610644,70,F,Básica,No,Sí,Sí,Sí,No,Sí,Arrendada
VIV_012359,Viña del Mar,Mediagua,4,1,181.8,2000,Hormigón,Paja,1,0,1,0,1,0,1448195,79,M,Media,No,Sí,No,Sí,No,No,Propia
VIV_012360,Temuco,Casa,5,3,115,1962,Adobe,Zinc,3,2,1,2,0,1,2923828,80,M,Básica,No,Sí,Sí,No,Sí,Sí,Cedida
